H1,H2,H3,H4,H5,target
0.258,1.825,0.995,0.809,-0.344,1
0.386,1.911,0.652,0.354,-0.152,1
0.41,2.084,1.072,0.426,-0.289,1
-0.155,1.643,1.345,0.62,0.37200000000000005,1
0.215,0.588,0.602,0.68,0.0,1
0.245,2.125,1.012,0.494,-0.247,1
0.757,1.426,0.594,0.23199999999999998,0.22,1
0.266,1.875,1.111,0.8370000000000001,-0.38,1
0.757,1.605,0.535,0.23600000000000002,-0.099,1
0.327,1.764,0.575,0.27699999999999997,-0.096,1
0.345,1.9869999999999999,1.3719999999999999,0.6779999999999999,-0.254,1
0.18100000000000002,1.099,0.81,1.203,0.0,1
0.39,1.9609999999999999,0.67,0.452,0.0,1
0.24,1.851,0.659,0.28600000000000003,-0.11,1
0.259,0.725,0.86,1.092,0.0,1
0.805,1.3980000000000001,0.578,0.222,0.20600000000000002,1
0.171,0.9129999999999999,0.815,1.0270000000000001,-0.34700000000000003,1
0.38299999999999995,1.876,0.687,0.306,0.0,1
0.716,1.75,0.852,0.226,0.132,1
0.23800000000000002,1.965,0.718,0.375,0.0,1
0.22899999999999998,1.7480000000000002,0.634,0.259,0.0,1
0.319,2.064,1.245,0.508,-0.266,1
-0.19399999999999998,2.0180000000000002,0.89,0.504,0.0,1
1.21,1.811,0.8959999999999999,0.46299999999999997,0.301,1
0.625,1.85,0.764,0.319,0.187,1
0.295,1.883,1.139,0.84,-0.434,1
0.9420000000000001,1.88,1.179,0.7190000000000001,0.725,1
0.069,0.562,0.563,0.474,0.0,1
-0.146,2.06,1.0,0.441,0.0,1
0.36,1.966,0.718,0.319,-0.182,1
0.233,1.784,1.568,0.6559999999999999,-0.307,1
0.44799999999999995,2.024,0.899,0.33,0.0,1
0.268,2.164,0.991,0.63,0.0,1
1.0,1.739,0.89,0.369,-0.599,1
0.42200000000000004,1.671,1.4909999999999999,0.617,0.503,1
0.228,1.054,0.309,0.479,0.546,1
0.121,0.718,0.396,0.716,0.0,1
0.441,2.011,0.847,0.308,0.0,1
0.29,1.995,1.429,0.772,0.0,1
0.34,1.8230000000000002,0.536,0.273,-0.13699999999999998,1
1.1340000000000001,1.6280000000000001,1.065,0.4,0.601,1
0.847,1.7169999999999999,0.516,0.312,-0.322,1
0.907,1.676,0.617,0.19699999999999998,-0.13,1
0.52,1.8219999999999998,0.784,0.287,0.271,1
0.308,1.204,1.5,0.569,-0.32,1
0.34299999999999997,1.7080000000000002,0.602,0.25,0.138,1
0.092,0.579,0.617,0.845,0.0,1
0.675,1.505,1.339,0.665,0.878,1
0.519,2.023,1.445,0.649,0.0,1
0.455,2.0469999999999997,0.878,0.322,0.0,1
0.727,1.561,0.564,0.23600000000000002,0.214,1
0.8690000000000001,1.714,0.503,0.308,-0.29600000000000004,1
0.841,1.726,0.504,0.306,-0.309,1
0.23800000000000002,1.811,0.682,0.257,0.11900000000000001,1
0.44,1.8459999999999999,0.747,0.244,0.124,1
0.34600000000000003,1.7890000000000001,0.629,0.268,0.13699999999999998,1
0.32,1.827,0.5870000000000001,0.23,-0.133,1
0.17300000000000001,0.9620000000000001,0.7879999999999999,1.051,-0.38,1
0.131,0.617,0.545,0.897,0.0,1
1.041,1.631,0.505,0.34,-0.262,1
-0.18,1.99,0.772,0.489,-0.20800000000000002,1
0.439,2.04,0.6629999999999999,0.45399999999999996,0.0,1
1.041,1.631,0.505,0.34,-0.263,1
0.996,1.089,0.307,0.177,-0.10300000000000001,1
0.461,1.913,0.667,0.247,-0.095,1
1.12,1.599,0.512,0.32899999999999996,-0.275,1
1.121,1.599,0.512,0.32899999999999996,-0.275,1
0.345,1.7080000000000002,0.5670000000000001,0.24600000000000002,0.138,1
0.677,1.413,0.316,0.19399999999999998,-0.141,1
0.064,0.517,0.5710000000000001,0.498,0.0,1
1.126,0.591,0.327,0.23600000000000002,-0.17600000000000002,1
0.56,1.9780000000000002,0.7390000000000001,0.354,0.2,1
-0.19699999999999998,1.972,0.723,0.47700000000000004,0.0,1
0.28300000000000003,2.093,1.121,0.57,-0.44799999999999995,1
0.136,0.679,0.46,0.6629999999999999,0.73,1
0.293,1.714,0.461,0.22,-0.09699999999999999,1
0.8590000000000001,1.516,0.36200000000000004,0.23600000000000002,-0.187,1
1.038,1.656,0.9490000000000001,0.371,0.632,1
1.0170000000000001,1.05,0.256,0.20199999999999999,-0.08900000000000001,1
0.239,1.807,1.3769999999999998,0.992,-0.478,1
0.374,1.217,1.518,0.693,-0.502,1
0.496,2.197,1.185,0.405,-0.195,1
1.034,1.0390000000000001,0.257,0.198,-0.09,1
0.368,2.197,1.093,0.634,-0.3,1
0.14800000000000002,1.48,1.646,0.754,0.0,1
0.096,0.61,0.542,0.591,0.7490000000000001,1
0.27399999999999997,1.114,1.446,0.5579999999999999,-0.384,1
0.35200000000000004,2.01,0.611,0.314,-0.135,1
-0.174,1.629,1.45,0.648,0.387,1
0.29600000000000004,2.031,1.4569999999999999,0.737,-0.317,1
0.214,1.294,0.847,1.085,-0.415,1
0.33899999999999997,1.855,0.5770000000000001,0.28800000000000003,0.139,1
1.4409999999999998,0.97,0.396,0.265,-0.163,1
1.4409999999999998,0.97,0.396,0.265,-0.16399999999999998,1
0.115,0.628,0.523,0.7190000000000001,0.731,1
0.794,1.828,0.782,0.201,0.12,1
-0.12,1.159,1.3659999999999999,0.598,-0.285,1
1.055,1.185,0.293,0.182,-0.141,1
1.0859999999999999,1.046,0.254,0.20199999999999999,-0.08900000000000001,1
1.162,0.738,0.243,0.20800000000000002,-0.08800000000000001,1
0.77,1.607,0.42700000000000005,0.183,-0.079,1
0.26,0.645,0.769,1.181,0.0,1
1.246,1.0170000000000001,0.35,0.20800000000000002,0.131,1
0.24100000000000002,1.8840000000000001,0.49,0.272,-0.10300000000000001,1
0.212,1.237,0.848,1.092,-0.43700000000000006,1
0.215,1.196,0.9129999999999999,1.121,-0.47,1
0.361,1.791,0.522,0.264,0.132,1
1.482,1.5730000000000002,0.795,0.349,0.318,1
0.52,2.213,1.208,0.41700000000000004,-0.195,1
-0.125,1.264,1.453,0.575,0.0,1
0.583,2.235,1.159,0.508,-0.177,1
0.5529999999999999,2.15,0.948,0.39,0.192,1
1.229,1.569,0.535,0.332,0.285,1
1.23,1.569,0.535,0.332,0.285,1
0.299,1.9680000000000002,1.041,0.862,-0.426,1
0.371,1.194,1.5490000000000002,0.687,-0.474,1
0.165,0.496,0.467,0.7809999999999999,0.0,1
0.523,2.012,0.604,0.371,-0.31,1
0.22899999999999998,2.188,0.848,0.521,-0.24,1
1.3619999999999999,1.3,0.486,0.385,-0.276,1
1.3619999999999999,1.301,0.486,0.385,-0.27699999999999997,1
0.504,2.248,1.15,0.41200000000000003,-0.18899999999999997,1
0.39,1.25,1.6130000000000002,0.6940000000000001,-0.455,1
0.371,1.222,1.661,0.645,0.0,1
0.314,2.256,1.035,0.564,0.272,1
0.132,0.575,0.825,0.514,0.0,1
0.231,1.764,1.4380000000000002,1.052,-0.489,1
0.42100000000000004,1.9980000000000002,0.677,0.319,0.195,1
0.721,1.818,0.43799999999999994,0.264,-0.302,1
0.136,0.457,0.56,0.674,0.0,1
0.5329999999999999,2.235,0.9440000000000001,0.496,0.0,1
0.158,0.475,0.46799999999999997,0.778,0.0,1
0.195,1.464,1.6669999999999998,0.7140000000000001,-0.627,1
0.52,1.97,0.55,0.248,-0.141,1
0.8490000000000001,1.656,0.46399999999999997,0.18600000000000003,0.0,1
1.517,1.186,0.444,0.248,-0.18,1
0.337,1.919,0.578,0.27399999999999997,0.113,1
1.518,1.187,0.444,0.248,-0.18,1
0.375,2.068,0.612,0.311,-0.129,1
0.659,1.4609999999999999,1.744,0.6659999999999999,-0.268,1
0.16,0.46799999999999997,0.48,0.7979999999999999,0.0,1
0.095,0.413,0.36200000000000004,0.544,0.0,1
0.738,1.8880000000000001,0.451,0.261,-0.261,1
0.508,2.252,0.998,0.40299999999999997,-0.207,1
0.511,2.031,0.578,0.271,-0.132,1
0.193,0.7879999999999999,0.794,1.37,0.0,1
0.293,2.3040000000000003,1.0190000000000001,0.505,-0.259,1
0.273,2.073,0.627,0.313,0.0,1
0.14400000000000002,0.44799999999999995,0.5429999999999999,0.775,0.0,1
0.647,1.483,1.368,0.627,1.016,1
0.816,0.855,0.19699999999999998,0.084,0.085,1
0.452,2.261,1.2670000000000001,0.7170000000000001,-0.245,1
0.815,0.845,0.19399999999999998,0.08199999999999999,0.084,1
0.675,2.061,0.701,0.248,-0.121,1
0.825,0.8340000000000001,0.192,0.083,0.085,1
1.4809999999999999,1.5019999999999998,0.527,0.413,-0.19,1
1.482,1.5019999999999998,0.527,0.413,-0.19,1
1.4869999999999999,1.554,0.7390000000000001,0.305,0.337,1
0.079,0.389,0.324,0.42700000000000005,0.0,1
0.6559999999999999,1.465,1.766,0.6890000000000001,-0.253,1
0.763,1.929,0.466,0.255,-0.23399999999999999,1
0.252,2.056,0.794,0.26,0.168,1
0.28,2.032,0.499,0.287,-0.125,1
0.348,1.224,1.643,0.83,-0.406,1
0.102,0.596,0.601,0.8420000000000001,0.8,1
0.48700000000000004,1.5919999999999999,1.754,0.688,-0.41,1
0.337,1.18,1.6159999999999999,0.741,-0.396,1
0.301,1.9340000000000002,1.666,0.695,-0.315,1
0.252,2.3040000000000003,0.993,0.561,0.251,1
0.361,2.265,1.085,0.677,-0.341,1
0.273,1.03,1.515,0.792,0.41100000000000003,1
0.691,1.179,1.665,0.682,-0.22399999999999998,1
0.6920000000000001,1.18,1.666,0.6829999999999999,-0.22399999999999998,1
0.313,2.116,1.494,0.7340000000000001,0.318,1
0.075,0.376,0.311,0.424,0.0,1
0.11,0.469,0.73,0.647,0.0,1
0.42100000000000004,2.318,1.101,0.546,-0.252,1
0.27899999999999997,0.5920000000000001,0.73,1.236,0.0,1
0.07400000000000001,0.373,0.308,0.423,0.0,1
1.479,0.879,0.306,0.20800000000000002,-0.094,1
1.3119999999999998,1.232,0.433,0.375,-0.391,1
1.3130000000000002,1.232,0.433,0.375,-0.391,1
1.439,1.079,0.316,0.21600000000000003,-0.099,1
1.575,1.624,0.778,0.39799999999999996,0.39399999999999996,1
1.577,1.626,0.78,0.39899999999999997,0.39399999999999996,1
0.336,1.17,1.625,0.7829999999999999,-0.39,1
1.5319999999999998,1.411,0.457,0.28,-0.155,1
0.19399999999999998,1.262,1.72,0.754,0.0,1
0.508,2.003,0.67,0.273,0.237,1
0.231,1.78,1.6580000000000001,0.6970000000000001,0.361,1
1.3980000000000001,1.2229999999999999,0.327,0.217,-0.1,1
1.4,1.01,0.29600000000000004,0.159,-0.166,1
0.129,0.546,0.893,0.53,0.0,1
0.146,0.7859999999999999,0.39,0.7020000000000001,0.91,1
1.139,0.866,0.23800000000000002,0.096,0.081,1
0.48,2.104,0.591,0.517,-0.11199999999999999,1
0.807,0.826,1.0,-0.27399999999999997,0.0,1
1.203,1.319,0.321,0.196,0.163,1
1.956,1.328,0.82,0.451,-0.256,1
0.535,2.167,0.7020000000000001,0.414,-0.364,1
1.334,1.06,1.236,1.109,0.682,1
0.163,0.8540000000000001,0.431,0.721,0.982,1
1.9569999999999999,1.328,0.82,0.45,-0.258,1
0.073,0.35700000000000004,0.324,0.47700000000000004,0.0,1
0.26,0.569,0.657,1.209,0.0,1
1.228,0.904,0.271,0.10800000000000001,0.08199999999999999,1
1.3219999999999998,1.153,0.40299999999999997,0.371,-0.395,1
1.3359999999999999,1.061,1.238,1.11,0.6829999999999999,1
1.4709999999999999,1.344,0.444,0.155,-0.226,1
1.197,1.3969999999999998,0.353,0.184,0.11900000000000001,1
0.191,0.395,0.643,0.544,0.0,1
1.18,0.843,0.243,0.10400000000000001,0.10400000000000001,1
1.2329999999999999,1.4069999999999998,0.373,0.184,0.11699999999999999,1
1.6769999999999998,1.266,0.522,0.39399999999999996,-0.20600000000000002,1
1.274,1.4040000000000001,0.39399999999999996,0.185,0.11900000000000001,1
1.6780000000000002,1.266,0.522,0.39399999999999996,-0.20600000000000002,1
1.5090000000000001,1.557,0.48200000000000004,0.28300000000000003,-0.16899999999999998,1
0.907,1.536,0.369,0.114,0.0,1
0.091,0.5920000000000001,0.613,0.858,0.868,1
1.304,1.082,0.306,0.13699999999999998,0.10400000000000001,1
0.6,1.791,1.23,0.983,1.141,1
0.187,1.3459999999999999,1.791,0.679,0.0,1
0.657,2.138,0.619,0.292,-0.149,1
0.316,2.05,1.632,0.688,-0.285,1
1.036,1.7830000000000001,0.375,0.249,-0.15,1
-0.125,1.4580000000000002,1.659,0.643,0.0,1
0.47600000000000003,2.249,1.43,0.691,-0.217,1
0.674,1.1740000000000002,1.7180000000000002,0.622,-0.205,1
0.674,1.1740000000000002,1.7180000000000002,0.621,-0.205,1
1.0170000000000001,2.1790000000000003,1.284,0.816,-0.228,1
0.14800000000000002,1.153,1.199,-0.34,-0.16899999999999998,1
1.0,1.795,0.35,0.242,-0.16399999999999998,1
0.5329999999999999,2.1390000000000002,0.629,0.24100000000000002,-0.1,1
0.253,1.7619999999999998,1.652,1.081,-0.507,1
0.483,2.187,1.504,0.606,-0.255,1
1.022,2.186,1.286,0.8029999999999999,-0.22699999999999998,1
0.147,0.502,0.83,0.36,-0.184,1
0.301,2.09,0.976,0.867,-0.439,1
1.004,2.1919999999999997,1.276,0.833,-0.228,1
-0.20199999999999999,2.3280000000000003,0.991,0.5920000000000001,0.0,1
0.387,2.211,0.643,0.32,-0.136,1
0.298,1.2409999999999999,1.055,-0.314,-0.624,1
0.083,0.35,0.414,0.72,0.0,1
0.778,1.038,0.904,-0.317,-0.16399999999999998,1
0.35200000000000004,1.147,1.63,0.647,-0.518,1
0.609,1.765,1.198,0.905,1.245,1
0.598,2.171,0.6709999999999999,0.332,0.201,1
1.466,1.6969999999999998,0.485,0.284,-0.18,1
0.35200000000000004,1.16,1.6380000000000001,0.621,-0.535,1
1.466,1.6969999999999998,0.485,0.28300000000000003,-0.18,1
1.141,0.732,0.151,0.08800000000000001,0.08900000000000001,1
0.079,0.341,0.514,0.608,0.0,1
0.20600000000000002,1.345,1.8219999999999998,0.693,0.0,1
1.4,1.26,0.292,0.157,-0.16699999999999998,1
0.82,2.083,0.49200000000000005,0.28300000000000003,-0.19,1
0.836,2.0980000000000003,0.519,0.29,-0.207,1
0.662,1.514,1.835,0.6609999999999999,-0.22899999999999998,1
0.309,2.255,0.725,0.299,-0.22899999999999998,1
0.674,2.3,0.971,0.315,-0.161,1
0.079,0.327,0.386,0.659,0.0,1
1.3219999999999998,0.603,0.156,0.145,-0.163,1
0.21100000000000002,1.473,1.838,0.7140000000000001,0.0,1
0.62,1.865,1.31,1.097,0.9940000000000001,1
0.21100000000000002,0.679,0.932,1.4880000000000002,0.0,1
0.087,0.302,0.304,0.535,0.0,1
0.414,2.374,0.941,0.511,-0.258,1
0.141,1.079,1.308,-0.341,-0.166,1
0.726,1.023,0.354,-0.1,0.069,1
0.085,0.34600000000000003,0.602,0.45399999999999996,0.0,1
0.081,0.381,0.5529999999999999,0.93,0.0,1
0.079,0.37200000000000005,0.331,0.48,0.598,1
0.892,1.534,0.287,0.11800000000000001,0.069,1
0.499,1.932,1.74,0.682,0.0,1
0.182,1.094,0.858,1.275,-0.485,1
0.085,0.29600000000000004,0.295,0.552,0.0,1
0.42,2.394,1.358,0.675,0.0,1
0.212,0.6559999999999999,0.907,1.4809999999999999,0.0,1
0.55,2.247,0.7440000000000001,0.503,-0.363,1
0.375,2.21,1.43,1.0290000000000001,0.0,1
0.083,0.29100000000000004,0.28800000000000003,0.54,0.0,1
0.767,1.165,0.33899999999999997,-0.1,-0.065,1
1.4,1.535,0.36,0.265,0.14300000000000002,1
0.305,1.943,1.757,0.721,-0.35,1
0.8170000000000001,0.7959999999999999,0.222,-0.066,0.053,1
0.091,0.28300000000000003,0.337,0.456,0.0,1
0.083,0.282,0.248,0.402,0.0,1
1.58,1.639,0.7090000000000001,0.28,0.35700000000000004,1
0.88,2.1430000000000002,0.546,0.306,-0.23399999999999999,1
0.09300000000000001,0.281,0.371,0.441,0.0,1
0.159,1.248,1.135,-0.353,0.0,1
0.18600000000000003,1.112,0.9,1.3090000000000002,-0.495,1
0.111,0.299,0.40399999999999997,0.6940000000000001,0.0,1
1.335,0.5589999999999999,0.149,0.139,-0.214,1
0.536,1.153,1.271,-0.303,0.253,1
0.278,2.4330000000000003,1.1059999999999999,0.58,0.271,1
1.453,0.562,0.18100000000000002,0.14800000000000002,-0.073,1
1.453,0.562,0.18100000000000002,0.14800000000000002,-0.07200000000000001,1
1.568,1.3630000000000002,0.414,0.156,0.0,1
1.4609999999999999,1.555,0.384,0.271,0.149,1
0.965,2.072,1.305,0.583,0.856,1
0.096,0.344,0.316,0.47600000000000003,-0.469,1
0.09,0.324,0.28600000000000003,0.46799999999999997,-0.391,1
0.499,1.0659999999999998,1.695,0.682,0.402,1
0.212,0.368,0.597,1.0290000000000001,0.0,1
0.08800000000000001,0.271,0.34,0.455,0.0,1
0.452,2.425,1.3230000000000002,0.685,0.0,1
0.912,1.59,0.28,0.121,0.067,1
0.71,2.25,0.718,0.272,-0.11699999999999999,1
0.267,1.3090000000000002,1.8459999999999999,0.741,-0.342,1
0.35,1.1909999999999998,0.628,-0.27699999999999997,-0.122,1
0.626,2.3169999999999997,0.7659999999999999,0.41100000000000003,-0.305,1
0.564,1.178,1.19,-0.319,0.242,1
0.488,2.1790000000000003,1.624,0.58,-0.233,1
0.07200000000000001,0.33299999999999996,0.556,0.507,0.43799999999999994,1
0.57,1.3719999999999999,1.3359999999999999,0.604,1.3090000000000002,1
0.128,0.389,0.516,1.0490000000000002,0.0,1
-0.193,2.404,0.9420000000000001,0.491,0.0,1
1.4,1.6059999999999999,0.361,0.258,0.14400000000000002,1
0.086,0.308,0.272,0.451,-0.36700000000000005,1
1.4140000000000001,0.591,0.157,0.141,-0.205,1
0.244,0.6920000000000001,0.951,1.574,0.0,1
0.086,0.46399999999999997,0.309,0.495,0.9209999999999999,1
0.37799999999999995,2.2030000000000003,1.577,0.7829999999999999,-0.34,1
1.288,0.722,0.12300000000000001,0.095,0.106,1
0.28300000000000003,1.349,0.535,-0.203,-0.11900000000000001,1
0.10400000000000001,0.945,0.43200000000000005,0.7829999999999999,1.091,1
1.89,1.0090000000000001,0.48,0.366,-0.179,1
